customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,InternetCharges,MonthlyCharges,TotalCharges,Churn
customer_3547,Male,0,Yes,Yes,28,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,560,No
customer_3548,Male,0,No,No,67,No,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Two year,130.74,170.74,11439.58,No
customer_3549,Male,1,No,Yes,64,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No,Two year,55.51,99.12,6343.68,No
customer_3550,Male,0,No,No,25,No,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,124.02,169.02,4225.5,No
customer_3551,Female,1,No,Yes,9,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Two year,73.83,108.83,979.47,No
customer_3552,Male,1,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,46.51,2418.52,No
customer_3553,Female,0,No,Yes,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,1160,No
customer_3554,Male,1,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,45.49,955.29,No
customer_3555,Female,0,No,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,1000,No
customer_3556,Male,1,No,No,47,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,112.95,172.95,8128.65,No
customer_3557,Male,1,No,Yes,20,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,One year,81.83,136.83,2736.6,No
customer_3558,Female,1,Yes,Yes,21,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,420,Yes
customer_3559,Male,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,34.86,1010.94,No
customer_3560,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,45.27,1086.48,No
customer_3561,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,45.38,1225.26,No
customer_3562,Female,1,Yes,No,64,No,No,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,126.74,161.74,10351.36,No
customer_3563,Female,0,Yes,Yes,44,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,880,No
customer_3564,Female,1,Yes,Yes,67,No,No,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Two year,27.94,57.94,3881.98,No
customer_3565,Female,1,No,No,6,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,Two year,119.71,169.07,1014.42,No
customer_3566,Male,1,Yes,No,48,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,One year,70.57,110.57,5307.36,No
customer_3567,Male,0,No,No,8,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,One year,133.57,193.17,1545.36,No
customer_3568,Male,0,Yes,No,35,No,No,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,Two year,39.35,84.35,2952.25,No
customer_3569,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,118.8,184.91,0.0,No
customer_3570,Male,1,Yes,No,9,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No internet service,One year,105.85,145.85,1312.65,Yes
customer_3571,Female,1,No,Yes,35,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,23.01,99.61,3486.35,No
customer_3572,Male,0,Yes,No,72,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,No,Two year,55.05,118.96,8565.12,No
customer_3573,Male,1,Yes,No,45,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,31.93,1436.85,No
customer_3574,Male,0,No,No,31,No,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,94.4,154.4,4786.4,No
customer_3575,Female,0,Yes,No,31,Yes,No phone service,DSL,Yes,Yes,No,Yes,No internet service,Yes,One year,40.15,119.57,3706.67,No
customer_3576,Male,0,Yes,No,5,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No,Two year,119.22,161.82,809.1,No
customer_3577,Female,1,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,47.41,2228.27,No
customer_3578,Female,1,Yes,Yes,37,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No,Month-to-month,72.98,113.74,4208.38,No
customer_3579,Male,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,33.48,535.68,No
customer_3580,Male,0,Yes,Yes,26,No,No,Fiber optic,No,No,No,No,Yes,No internet service,One year,122.07,157.07,4083.82,No
customer_3581,Male,1,Yes,Yes,53,No,Yes,DSL,No,Yes,No internet service,Yes,Yes,Yes,One year,53.71,118.71,6291.63,No
customer_3582,Male,1,Yes,No,49,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,Two year,57.33,127.11,6228.39,Yes
customer_3583,Female,0,Yes,Yes,34,No,No phone service,DSL,No,No,No internet service,Yes,Yes,No,Two year,59.26,104.26,3544.84,No
customer_3584,Female,1,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,105.17,194.46,4667.04,No
customer_3585,Female,1,No,Yes,27,No,Yes,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,38.06,78.06,2107.62,Yes
customer_3586,Male,1,No,No,14,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,280,Yes
customer_3587,Female,0,No,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,60,No
customer_3588,Female,1,Yes,No,72,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Two year,115.58,155.23,11176.56,No
customer_3589,Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,49.48,1286.48,No
customer_3590,Female,0,Yes,No,25,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,One year,124.86,177.74,4443.5,No
customer_3591,Female,0,Yes,Yes,18,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No internet service,Two year,93.49,135.32,2435.76,No
customer_3592,Female,0,Yes,No,16,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,41.9,98.64,1578.24,No
customer_3593,Female,1,Yes,Yes,42,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,37.03,1555.26,Yes
customer_3594,Male,1,Yes,No,40,Yes,No,DSL,No,No,No internet service,Yes,No internet service,No internet service,Two year,39.95,92.53,3701.2,No
customer_3595,Male,1,No,Yes,41,No,No phone service,Fiber optic,Yes,No internet service,No,No,No,Yes,Two year,67.55,112.55,4614.55,No
customer_3596,Female,0,Yes,No,49,No,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Two year,102.26,157.26,7705.74,No
customer_3597,Female,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,41.2,1606.8,No
customer_3598,Female,1,No,Yes,38,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,101.7,161.7,6144.6,No
customer_3599,Female,1,No,Yes,22,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,133.6,163.6,3599.2,No
customer_3600,Male,0,No,No,51,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No,One year,89.66,144.66,7377.66,No
customer_3601,Female,0,No,No,46,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,One year,61.84,106.84,4914.64,No
customer_3602,Female,0,No,No,62,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,1240,No
customer_3603,Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Two year,108.53,177.06,12040.08,No
customer_3604,Male,1,No,Yes,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,840,No
customer_3605,Male,0,No,Yes,47,No,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,124.59,159.59,7500.73,Yes
customer_3606,Male,0,Yes,No,33,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,660,No
customer_3607,Male,0,Yes,No,39,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,780,Yes
customer_3608,Male,0,No,No,60,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No internet service,One year,100.15,144.04,8642.4,No
customer_3609,Male,0,No,No,49,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,980,Yes
customer_3610,Male,0,Yes,Yes,66,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,47.24,3117.84,No
customer_3611,Male,1,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,34.9,2128.9,No
customer_3612,Female,0,No,No,57,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,1140,No
customer_3613,Male,1,No,No,32,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,21.03,88.29,2825.28,No
customer_3614,Male,0,Yes,Yes,15,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No internet service,Two year,49.45,92.66,1389.9,No
customer_3615,Male,0,Yes,Yes,47,No,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,57.58,97.58,4586.26,No
customer_3616,Female,1,No,Yes,9,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,64.76,131.53,1183.77,No
customer_3617,Male,1,Yes,Yes,37,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,740,No
customer_3618,Female,0,No,Yes,18,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,360,No
customer_3619,Female,1,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,45.42,1589.7,No
customer_3620,Male,1,No,No,58,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,1160,No
customer_3621,Female,0,Yes,No,62,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,37.0,2294.0,No
customer_3622,Female,1,Yes,Yes,45,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,120.64,177.81,8001.45,No
customer_3623,Female,0,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,40,No
customer_3624,Male,1,Yes,No,64,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,1280,No
customer_3625,Male,1,Yes,No,7,No,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Month-to-month,63.43,83.43,584.01,No
customer_3626,Male,1,Yes,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,1000,No
customer_3627,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Two year,137.15,210.44,15151.68,No
customer_3628,Female,0,Yes,No,5,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No internet service,One year,103.78,133.78,668.9,No
customer_3629,Male,0,Yes,No,38,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No,Two year,44.83,100.54,3820.52,No
customer_3630,Male,0,Yes,No,59,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,37.86,2233.74,No
customer_3631,Male,1,No,No,27,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,No internet service,One year,98.34,147.5,3982.5,No
customer_3632,Male,0,No,No,53,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,30.59,1621.27,No
customer_3633,Male,0,No,Yes,36,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,125.6,170.6,6141.6,Yes
customer_3634,Male,0,Yes,Yes,8,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,121.97,161.97,1295.76,No
customer_3635,Female,1,No,No,55,No,No phone service,Fiber optic,No,Yes,No,No internet service,No,No internet service,One year,85.9,110.9,6099.5,No
customer_3636,Female,0,No,No,58,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,97.84,122.84,7124.72,Yes
customer_3637,Male,0,No,No,1,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,20,No
customer_3638,Male,0,No,No,60,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,1200,No
customer_3639,Female,1,No,Yes,57,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,1140,No
customer_3640,Male,1,No,Yes,59,Yes,No,DSL,No,No internet service,No,No internet service,Yes,Yes,Two year,40.9,108.78,6418.02,No
customer_3641,Female,1,No,No,39,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,55.38,115.38,4499.82,No
customer_3642,Male,1,No,Yes,35,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No,No internet service,One year,51.35,110.17,3855.95,No
customer_3643,Male,1,Yes,No,36,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No,Two year,38.81,77.92,2805.12,No
customer_3644,Female,1,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,31.81,540.77,No
customer_3645,Female,1,No,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,1240,No
customer_3646,Male,0,No,No,21,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,51.53,100.4,2108.4,Yes
customer_3647,Female,0,No,No,10,No,No,DSL,Yes,No internet service,No internet service,No,No,No internet service,One year,34.69,64.69,646.9,No
customer_3648,Female,1,Yes,Yes,57,No,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No,Month-to-month,54.67,104.67,5966.19,No
customer_3649,Male,1,No,Yes,56,Yes,No phone service,DSL,No internet service,No,No,No internet service,No internet service,Yes,One year,28.07,86.93,4868.08,Yes
customer_3650,Male,1,No,No,3,No,Yes,DSL,No,Yes,No internet service,No,No,Yes,One year,33.32,73.32,219.96,No
customer_3651,Female,0,Yes,No,6,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,40.99,111.88,671.28,No
customer_3652,Female,1,Yes,No,60,No,Yes,DSL,No,No internet service,No,Yes,Yes,No internet service,Two year,59.99,104.99,6299.4,No
customer_3653,Male,0,No,No,53,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,1060,No
customer_3654,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,136.53,195.47,13096.49,No
customer_3655,Male,1,Yes,Yes,0,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,102.88,132.88,0.0,Yes
customer_3656,Male,0,No,No,54,No,Yes,DSL,No,Yes,No,No internet service,No,Yes,One year,21.82,61.82,3338.28,No
customer_3657,Male,0,Yes,Yes,2,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,40,No
customer_3658,Male,1,No,Yes,37,Yes,No,DSL,No internet service,No,Yes,No,No,No internet service,Two year,51.79,96.3,3563.1,No
customer_3659,Female,1,Yes,No,0,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,No,One year,31.88,83.48,0.0,Yes
customer_3660,Female,1,No,Yes,37,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No,No internet service,Two year,35.53,89.01,3293.37,Yes
customer_3661,Female,1,No,Yes,28,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No,Two year,122.54,174.45,4884.6,No
customer_3662,Male,1,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,80,No
customer_3663,Male,0,No,Yes,20,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,42.97,129.5,2590.0,No
customer_3664,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,45.24,3166.8,No
customer_3665,Male,1,Yes,Yes,66,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,92.89,178.28,11766.48,No
customer_3666,Male,1,No,No,46,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,61.79,140.62,6468.52,No
customer_3667,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Two year,72.89,117.61,3998.74,No
customer_3668,Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,49.46,3313.82,No
customer_3669,Female,1,Yes,No,68,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,1360,No
customer_3670,Female,0,No,No,0,No,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,111.36,181.36,0.0,No
customer_3671,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,127.16,180.59,12099.53,No
customer_3672,Male,1,Yes,Yes,11,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,220,No
customer_3673,Female,1,No,Yes,59,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Month-to-month,73.29,136.61,8059.99,No
customer_3674,Male,0,Yes,Yes,26,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,520,Yes
customer_3675,Male,1,Yes,No,55,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,48.39,2661.45,No
customer_3676,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No,One year,124.88,193.74,4262.28,Yes
customer_3677,Male,0,No,Yes,24,No,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,One year,58.18,103.18,2476.32,Yes
customer_3678,Male,1,Yes,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,400,No
customer_3679,Male,0,No,Yes,60,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,35.36,2121.6,No
customer_3680,Female,1,Yes,Yes,62,No,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,One year,20.56,70.56,4374.72,Yes
customer_3681,Female,0,No,No,51,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,1020,No
customer_3682,Female,0,Yes,No,24,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,Two year,121.69,164.42,3946.08,No
customer_3683,Female,0,Yes,No,54,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,46.06,2487.24,No
customer_3684,Female,0,Yes,Yes,45,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,900,No
customer_3685,Female,0,Yes,No,31,No,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,Two year,135.97,165.97,5145.07,No
customer_3686,Female,1,No,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,One year,72.47,128.87,6958.98,No
customer_3687,Male,0,No,Yes,4,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Two year,87.62,142.62,570.48,No
customer_3688,Male,0,Yes,No,35,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,49.06,89.06,3117.1,No
customer_3689,Male,0,No,Yes,48,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,960,No
customer_3690,Female,0,No,No,57,No,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Two year,97.33,157.33,8967.81,No
customer_3691,Female,0,Yes,Yes,38,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,One year,44.24,103.09,3917.42,No
customer_3692,Female,1,Yes,Yes,60,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,1200,No
customer_3693,Male,1,Yes,Yes,8,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,76.64,140.79,1126.32,No
customer_3694,Female,0,Yes,Yes,5,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,Yes,One year,52.03,137.75,688.75,No
customer_3695,Female,1,No,Yes,34,No,No,DSL,No,No,No,No internet service,Yes,No,Two year,24.64,59.64,2027.76,No
customer_3696,Male,1,No,Yes,38,No,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,One year,72.49,112.49,4274.62,No
customer_3697,Female,0,Yes,No,21,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,Yes,One year,30.24,97.57,2048.97,No
customer_3698,Male,1,Yes,No,40,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,800,No
customer_3699,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,39.94,159.76,No
customer_3700,Male,0,Yes,Yes,41,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Two year,125.09,150.09,6153.69,No
customer_3701,Male,1,Yes,No,66,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,Two year,56.91,146.62,9676.92,No
customer_3702,Male,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,43.66,1266.14,No
customer_3703,Female,0,Yes,Yes,56,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,1120,No
customer_3704,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,46.42,3342.24,No
customer_3705,Female,1,Yes,No,28,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,42.51,1190.28,No
customer_3706,Female,1,Yes,Yes,36,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,55.12,126.5,4554.0,No
customer_3707,Female,1,No,No,12,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No,Two year,60.24,133.06,1596.72,No
customer_3708,Male,0,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,49.87,1545.97,No
customer_3709,Male,0,Yes,Yes,45,No,No,DSL,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,37.85,97.85,4403.25,No
customer_3710,Female,0,Yes,No,22,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,440,No
customer_3711,Female,1,Yes,Yes,44,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,105.44,183.54,8075.76,No
customer_3712,Female,1,No,Yes,16,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,320,No
customer_3713,Male,0,No,Yes,65,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,1300,No
customer_3714,Female,1,Yes,No,5,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,20,100,Yes
customer_3715,Male,1,Yes,Yes,17,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,116.78,188.37,3202.29,No
customer_3716,Female,1,No,No,21,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0.0,35.76,750.96,Yes
customer_3717,Male,1,Yes,No,32,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,Two year,50.06,107.26,3432.32,No
customer_3718,Female,0,Yes,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,580,No
customer_3719,Female,0,Yes,Yes,31,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,One year,94.84,157.27,4875.37,No
customer_3720,Male,1,Yes,No,41,No,No phone service,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,57.59,82.59,3386.19,No
customer_3721,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,34.26,308.34,No
customer_3722,Female,1,No,No,35,No,No,DSL,No,Yes,No,Yes,No,No internet service,One year,47.95,82.95,2903.25,No
customer_3723,Male,1,Yes,Yes,33,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,103.18,165.49,5461.17,No
customer_3724,Male,0,Yes,Yes,72,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,One year,97.12,142.12,10232.64,No
customer_3725,Female,0,No,No,27,Yes,No phone service,DSL,No,No,No,No,No,No internet service,Month-to-month,21.92,67.6,1825.2,Yes
customer_3726,Female,0,No,Yes,10,Yes,No phone service,DSL,No,No internet service,No,Yes,No,Yes,One year,20.75,91.36,913.6,No
customer_3727,Male,0,No,Yes,38,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,47.03,1787.14,No
customer_3728,Female,0,Yes,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,920,No
customer_3729,Male,0,No,No,18,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,360,No
customer_3730,Male,0,No,No,14,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0.0,20,280,No
customer_3731,Male,0,No,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0.0,20,540,No
customer_3732,Male,1,No,No,23,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,102.29,175.37,4033.51,Yes
customer_3733,Male,0,Yes,No,71,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No,Two year,117.96,169.53,12036.63,No
